source,target,type,subtype,direction,source_text,source_pages,year,assoc_code
3257,3640,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14736,0,46
3257,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
3257,7055,唱和,為Y所著書作跋,A,,,1179,46
3257,7055,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),6664,0,46
3257,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
3257,7164,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12490,0,46
3257,7364,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15520,0,46
3257,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
3257,8078,唱和,為Y所著書作跋,A,,,1179,46
3257,10565,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),8670,0,46
3257,10598,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1347,0,46
3257,3624,交往,論學,M,朱子門人,322,,108
3257,7055,交往,論學,M,東萊呂太史年譜,233,,108
3257,1384,唱和,為Y作傳,A,宋人傳記資料索引(電子版),20692,0,133
3257,7343,唱和,為Y作傳,A,宋人傳記資料索引(電子版),10502,0,133
3257,7055,唱和,為Y作祭文,A,,,1179,145
3257,7055,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),6664,0,145
3257,7164,唱和,為Y作祭文,A,,,1179,145
3257,7164,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),12490,0,145
3257,10566,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),3237,0,146
3257,11134,唱和,祭文由Y所作,P,,,1179,146
3257,11134,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),3237,0,146
3257,10258,唱和,祝詞由Y所作,P,宋人傳記資料索引(電子版),3237,0,148
3257,11134,唱和,祝詞由Y所作,P,宋人傳記資料索引(電子版),3237,0,148
3257,10565,唱和,為Y之書、畫作跋,A,,,,149
3257,8116,唱和,為Y作世系碑記,A,宋人傳記資料索引(電子版),23557,,151
3257,3595,唱和,諡議由Y所作,P,宋人傳記資料索引(電子版),3237,0,187
3257,2022,交往,宗Y之學,A,宋人傳記資料索引(電子版),17096,,208
3257,10258,交往,其學為Y所宗,P,,,,209
3257,4001,交往,其學為Y所私淑,P,朱子門人,357,,257
3257,7343,政敵,批評,A,,,,269
3257,3075,政敵,被Y批評,P,宋人傳記資料索引(電子版),,,270
3257,7164,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),12490,0,406
3257,11134,唱和,行狀由Y所作,P,宋人傳記資料索引(電子版),3237,0,425
3257,3075,唱和,畫贊(畫像記)由Y所作,P,宋人傳記資料索引(電子版),3237,0,427
3257,7055,唱和,為Y作畫贊(畫像記),A,,,,428
3257,7055,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),6664,0,428
3257,7164,唱和,為Y作畫贊(畫像記),A,宋人傳記資料索引(電子版),12490,0,428
3257,3632,唱和,致書Y,A,全宋文,245.297,,429
3257,3640,唱和,致書Y,A,全宋文,250.251,,429
3257,7055,唱和,致書Y,A,全宋文,245.254-256,,429
3257,7164,唱和,致書Y,A,全宋文,245.61,,429
3257,7197,唱和,致書Y,A,全宋文,244.360,,429
3257,10585,唱和,致書Y,A,全宋文,246.27-28,,429
3257,10598,唱和,致書Y,A,全宋文,245.342,,429
3257,11134,唱和,致書Y,A,全宋文,250.103,,429
3257,3075,唱和,被致書由Y,P,,,,430
3257,3632,唱和,被致書由Y,P,全宋文,271.240-46,,430
3257,7055,唱和,被致書由Y,P,全宋文,261.100-99,,430
3257,10566,唱和,被致書由Y,P,全宋文,238.43,,430
3257,10585,唱和,被致書由Y,P,全宋文,267.378-379,,430
3257,11134,唱和,被致書由Y,P,全宋文,287.494-505,,430
3257,11134,唱和,答Y書,A,全宋文,246.378,,431
3257,3075,唱和,答Y書,A,宋人傳記資料索引(電子版),,,431
3257,3075,唱和,答Y書,A,全宋文,244.366-367,,431
3257,3632,唱和,答Y書,A,全宋文,245.298-303,,431
3257,7055,唱和,答Y書,A,全宋文,245.158-268,,431
3257,7164,唱和,答Y書,A,全宋文,245.87,,431
3257,7197,唱和,答Y書,A,全宋文,245.415-416,,431
3257,10566,唱和,答Y書,A,全宋文,246.17,,431
3257,10585,唱和,答Y書,A,全宋文,246.26-27,,431
3257,10749,唱和,答Y書,A,全宋文,248.171-173,,431
3257,3624,唱和,收到Y的答書,P,,,,432
3257,3632,唱和,收到Y的答書,P,全宋文,272.90,,432
3257,7164,唱和,收到Y的答書,P,全宋文,255.100-98,,432
3257,10566,唱和,收到Y的答書,P,全宋文,238.11-58,,432
3257,10585,唱和,收到Y的答書,P,全宋文,267.344,,432
3257,8043,唱和,題Y的書帖,A,,,,439
3257,7055,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),6664,0,443
3257,7164,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),12490,0,443
3257,8078,唱和,為Y之建築物題詠、記、命名,A,,,,443
3257,10258,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),3237,0,444
3257,3595,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),3237,0,458
3257,7055,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),3237,0,458
3257,10801,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),3237,0,458
3257,11134,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),3237,0,458
3257,27727,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),3237,0,458
3257,7164,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),12490,0,459
3257,7055,交往,指教Y,A,,,,468
3257,8043,唱和,為Y之詩文作跋,A,,,,469
3257,11134,交往,由Y代作文,P,宋人傳記資料索引(電子版),3237,0,490
3257,27727,唱和,著作被Y評論,P,宋人傳記資料索引(電子版),3237,0,530
3257,10749,同僚,某事由Y所乞,P,宋人傳記資料索引(電子版),3237,0,552
3257,3624,交往,被Y奏論,P,宋人傳記資料索引(電子版),3237,0,554
3257,8078,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),4926,0,560
3257,7164,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),3237,0,561
3257,10258,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),3237,0,561
3257,10749,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),3237,0,561
3257,10801,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),3237,0,561
3257,11134,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),3237,0,561
3257,11800,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),3237,0,561
3332,3605,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18182,,9
3332,13575,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18182,,9
3332,32248,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18100,,9
3332,33606,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18572,,9
3332,93952,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18182,,9
3332,94227,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18182,,9
3332,13575,同僚,推薦,A,,,824,13
3332,13575,師生,學生為Y,P,韓昌黎文集校注,,797,23
3332,94227,師生,學生為Y,P,人名權威資料（中央研究院歷史語言研究所）,18538,,23
3332,3605,唱和,為Y作墓誌銘,A,,,,44
3332,13624,唱和,為Y作墓誌銘,A,,,824,44
3332,93952,唱和,為Y作墓誌銘,A,韓昌黎文集校注,,815,44
3332,3605,同僚,同僚,M,,,803,197
3332,3605,唱和,贈詩、文,A,唐五代人交往詩索引,1048,,437
3332,3915,唱和,贈詩、文,A,唐五代人交往詩索引,1048,,437
3332,13575,唱和,贈詩、文,A,唐五代人交往詩索引,1043,,437
3332,24654,唱和,贈詩、文,A,唐五代人交往詩索引,1044,,437
3332,32227,唱和,贈詩、文,A,唐五代人交往詩索引,1045,,437
3332,32540,唱和,贈詩、文,A,唐五代人交往詩索引,1047,,437
3332,32822,唱和,贈詩、文,A,唐五代人交往詩索引,1047,,437
3332,92047,唱和,贈詩、文,A,唐五代人交往詩索引,1042,,437
3332,93952,唱和,贈詩、文,A,唐五代人交往詩索引,1044,,437
3332,94227,唱和,贈詩、文,A,唐五代人交往詩索引,1042,,437
3332,13575,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,281,,438
3332,13624,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1139,,438
3332,21194,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1089,,438
3332,24412,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,748,,438
3332,32248,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,171,,438
3332,33606,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1301,,438
3332,93476,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,250,,438
3332,93952,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,338,,438
3332,94160,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,988,,438
3595,11134,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18567,,9
3595,10258,師生,為Y之學生,A,人名權威資料（中央研究院歷史語言研究所）,18567,,22
3595,10749,師生,為Y之學生,A,人名權威資料（中央研究院歷史語言研究所）,18567,,22
3595,7164,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),12490,0,32
3595,10258,交往,以Y之志業自任,A,,,1246,41
3595,10258,唱和,為Y作墓誌銘,A,,,1246,44
3595,10749,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),21658,0,45
3595,27727,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),21658,0,45
3595,630,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),22685,0,46
3595,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
3595,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
3595,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
3595,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
3595,3640,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14736,0,46
3595,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
3595,3888,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),18066,0,46
3595,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
3595,7164,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12490,0,46
3595,8078,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),4926,0,46
3595,10258,唱和,為Y所著書作跋,A,,,,46
3595,10258,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9994,0,46
3595,11134,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),15806,0,46
3595,10258,唱和,為Y作傳,A,,,,133
3595,10258,唱和,為Y作祭文,A,,,1246,145
3595,10258,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),9994,0,145
3595,8078,唱和,為Y之書、畫作跋,A,,,,149
3595,10258,唱和,為Y之書、畫作跋,A,,,,149
3595,3257,唱和,為Y作諡議,A,宋人傳記資料索引(電子版),3237,0,188
3595,10258,唱和,為Y作行狀,A,,,,426
3595,10258,唱和,為Y作行狀,A,宋人傳記資料索引(電子版),9994,0,426
3595,630,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),22685,0,443
3595,10258,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),9994,0,443
3595,10258,唱和,為Y之建築物題詠、記、命名,A,,,,443
3595,10258,唱和,建築物得到Y的題詠、記、命名,P,宋人傳記資料索引(電子版),21658,0,444
3595,3257,唱和,為Y作學記（書院記）,A,宋人傳記資料索引(電子版),3237,0,459
3595,10258,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),21658,0,561
3605,33606,好友,友,M,,,,9
3605,33606,交往,同年友,M,,,,10
3605,33606,同僚,與Y結黨,M,,,,21
3605,3332,唱和,墓誌銘由Y所作,P,,,,43
3605,24654,政敵,忌/惡,A,舊唐書,4210,,83
3605,33606,唱和,相唱和,M,,,,114
3605,33606,唱和,祭文由Y所作,P,,,,146
3605,33606,同僚,同僚,M,,,,197
3605,13624,唱和,致Y啓,A,,,,433
3605,24654,唱和,致Y啓,A,,,,433
3605,13060,唱和,贈詩、文,A,唐五代人交往詩索引,1189,,437
3605,24654,唱和,贈詩、文,A,唐五代人交往詩索引,1187,,437
3605,32248,唱和,贈詩、文,A,唐五代人交往詩索引,1187,,437
3605,3332,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1048,,438
3605,33606,唱和,收到Y的贈詩、文,P,唐五代人交往詩索引,1303,,438
3605,24654,同僚,上司為Y,P,,,804,481
3605,24654,交往,代Y作文,A,,,,489
3624,3257,同僚,支持,A,宋人傳記資料索引(電子版),20590,,27
3624,1488,唱和,為Y所著書作序,A,,,1193,32
3624,1488,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),2420,0,32
3624,7026,唱和,為Y所著書作序,A,,,1193,32
3624,7026,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),9121,0,32
3624,7055,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),6664,0,32
3624,10585,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),14583,0,32
3624,4001,唱和,書序由Y所作,P,,,1193,33
3624,4001,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),20590,0,33
3624,10258,唱和,書序由Y所作,P,,,1193,33
3624,10258,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),20590,0,33
3624,10289,唱和,墓誌銘由Y所作,P,,,1193,43
3624,7197,唱和,為Y作墓誌銘,A,,,1193,44
3624,10585,唱和,為Y作墓誌銘,A,,,1193,44
3624,10706,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),20590,0,45
3624,217,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),12940,0,46
3624,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
3624,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
3624,3257,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),3237,0,46
3624,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
3624,7111,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),16026,0,46
3624,8043,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),9075,0,46
3624,10565,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),8670,0,46
3624,10585,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),14583,0,46
3624,7055,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),6664,0,145
3624,10598,唱和,為Y作祭文,A,,,1193,145
3624,10598,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),1347,0,145
3624,10289,唱和,祭文由Y所作,P,,,1193,146
3624,10289,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),20590,0,146
3624,10565,唱和,為Y之書、畫作跋,A,,,,149
3624,8043,唱和,為Y作世系碑記,A,,,,151
3624,10258,唱和,為Y作廟碑記,A,宋人傳記資料索引(電子版),9994,0,160
3624,7197,唱和,為Y作神道碑,A,,,,406
3624,10585,唱和,為Y作神道碑,A,宋人傳記資料索引(電子版),14583,,406
3624,10289,唱和,行狀由Y所作,P,宋人傳記資料索引(電子版),20590,0,425
3624,3075,唱和,被致書由Y,P,全宋文,279.172,,430
3624,3257,唱和,答Y書,A,,,,431
3624,10598,唱和,致Y啓,A,,,,433
3624,10258,唱和,答Y啓,A,,,,435
3624,10566,唱和,答Y啓,A,,,,435
3624,1762,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),1536,0,443
3624,7111,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),16026,0,443
3624,8043,唱和,為Y之建築物題詠、記、命名,A,宋人傳記資料索引(電子版),9075,0,443
3624,10258,唱和,為Y之建築物題詠、記、命名,A,,,,443
3624,3257,交往,上奏論Y,A,宋人傳記資料索引(電子版),3237,0,553
3624,7197,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),8125,,560
3624,8043,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),9075,0,560
3632,10084,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),14772,0,33
3632,10289,唱和,書序由Y所作,P,,,1192,33
3632,10289,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),14772,,33
3632,12367,唱和,書序由Y所作,P,,,1192,33
3632,30374,唱和,書序由Y所作,P,宋人傳記資料索引(電子版),14772,0,33
3632,3257,唱和,書跋由Y所作,P,,,1192,45
3632,3257,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14772,0,45
3632,10084,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14772,0,45
3632,10740,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14772,0,45
3632,10801,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14772,0,45
3632,27853,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14772,0,45
3632,7055,交往,論學,M,東萊呂太史年譜,233,1174,108
3632,7055,唱和,為Y作祭文,A,,,1192,145
3632,7055,唱和,為Y作祭文,A,宋人傳記資料索引(電子版),6664,0,145
3632,10289,唱和,祭文由Y所作,P,宋人傳記資料索引(電子版),14772,0,146
3632,7055,唱和,致書Y,A,全宋文,271.282,,429
3632,10585,唱和,致書Y,A,全宋文,271.355,,429
3632,27853,唱和,學記（書院記）由Y所作,P,宋人傳記資料索引(電子版),14772,0,458
3632,1762,唱和,為Y作祠記,A,宋人傳記資料索引(電子版),1536,0,560
3632,10740,唱和,祠記由Y所作,P,宋人傳記資料索引(電子版),14772,0,561
3640,7197,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18485,,9
3640,10566,好友,友,M,人名權威資料（中央研究院歷史語言研究所）,18485,,9
3640,669,唱和,為Y所著書作序,A,,,1184,32
3640,669,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),22750,0,32
3640,3767,唱和,為Y所著書作序,A,,,1184,32
3640,3767,唱和,為Y所著書作序,A,宋人傳記資料索引(電子版),23552,0,32
3640,3595,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14736,0,45
3640,7197,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14736,0,45
3640,27727,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14736,0,45
3640,28306,唱和,書跋由Y所作,P,宋人傳記資料索引(電子版),14736,0,45
3640,630,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),22685,0,46
3640,1384,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),20692,0,46
3640,1488,唱和,為Y所著書作跋,A,,,1184,46
3640,1488,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),2420,0,46
3640,1762,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),1536,0,46
3640,3767,唱和,為Y所著書作跋,A,宋人傳記資料索引(電子版),23552,0,46
